id,name,host_id,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,is_luxury,is_long_term,availability_ratio,log_price
23675672.0,Private Double Bed in China Town,165628058,Peace,Pom Prap Sattru Phai,13.74677,100.50719,Hotel room,757,1,31,2020-02-25,0.54,10,180,0,False,False,0.4931506849315068,6.630683385642372
24169811.0,Best value Capsule room/MRT/wifi/JJ/Grand station,111880583,Yanin,Bang Sue,13.80621,100.53687,Private room,402,2,18,2022-11-22,0.32,2,353,3,False,False,0.9671232876712329,5.998936561946683
24169914.0,Life@Phaholyothin18 opposite JJ market 5 min walk,156866159,Nunthawan,Chatuchak,13.798,100.55177,Entire home/apt,900,30,1,2018-07-02,0.02,1,358,0,False,False,0.9808219178082191,6.803505257608338
24176519.0,【以梦为马】【小吉祥】邻近抖音网红火车(拉差达)夜市/曼谷辉煌地铁站三分钟—文艺小居所,177055784,Lanping,Huai Khwang,13.783,100.57508,Entire home/apt,1139,1,125,2020-02-28,2.19,18,359,0,False,False,0.9835616438356164,7.038783541388542
24176969.0,The Tiny Twinny - Tomato Juice on the 5th flr,32386443,Anumart,Ratchathewi,13.75638,100.52839,Private room,450,2,7,2022-11-12,0.12,2,364,4,False,False,0.9972602739726028,6.111467339502679
23686570.0,"Charming 1- bedroom condo, next to BTS station",91759683,Varaporn,Khlong San,13.72169,100.4983,Private room,850,30,3,2018-10-08,0.05,1,360,0,False,False,0.9863013698630136,6.7464121285733745
23687087.0,Lux condo 23/F prime area 1min to Phrom Phong BTS,118284876,Jj,Khlong Toei,13.72787,100.56996,Entire home/apt,2464,30,0,,0.0,2,88,0,False,False,0.2410958904109589,7.80994708647679
23703830.0,LADY DORM + FULL Breakfast BEST View on ROOFTOP,14391623,Sasi,Phra Nakhon,13.75518,100.49977,Hotel room,400,1,36,2020-03-17,0.63,24,342,0,False,False,0.936986301369863,5.993961427306569
23705399.0,Economy for six~Chamberlain Boutique House,84040153,Fing,Bang Rak,13.72075,100.51869,Private room,3700,2,16,2019-12-22,0.29,14,363,0,False,False,0.9945205479452055,8.216358332386156
23707807.0,Quiet room close to MRT Huai Kwang +fully equipped,177631780,Chotika,Din Daeng,13.77475,100.57118,Private room,650,4,4,2022-07-21,0.08,1,78,1,False,False,0.2136986301369863,6.478509642208569
23709142.0,Private/cozy large studio near Phrom Phong BTS,42891041,Miki,Khlong Toei,13.725,100.56688,Entire home/apt,1200,28,0,,0.0,2,174,0,False,False,0.4767123287671233,7.0909098220799835
23722185.0,Condo 2bedrooms in Bangna,159068139,Nook,Bang Na,13.67366,100.59927,Private room,4500,3,0,,0.0,2,173,0,False,False,0.473972602739726,8.412054873292933
24466219.0,The Sweet Sugar Home 1 BR : Wifi/Pool/Gym/Rama9,133082557,Jean,Huai Khwang,13.75343,100.57602,Entire home/apt,1457,2,27,2022-11-11,0.48,19,70,5,False,False,0.1917808219178082,7.284820912568604
24474802.0,Great Value Private Room in Minburi+Wifi+Air-Con2,11060599,Thanthip,Min Buri,13.79295,100.71518,Private room,500,1,8,2019-07-31,0.14,2,364,0,False,False,0.9972602739726028,6.2166061010848646
24477507.0,"Ideal location, Private double room AC",83023551,Yaya,Bang Rak,13.72526,100.52168,Private room,475,1,4,2019-02-18,0.07,8,364,0,False,False,0.9972602739726028,6.16541785423142
24481417.0,Twin Room with Shared Bathroom (2 twin beds),165628058,Peace,Pom Prap Sattru Phai,13.74672,100.50873,Hotel room,643,1,9,2020-02-01,0.16,10,180,0,False,False,0.4931506849315068,6.467698726104354
24485408.0,Standard Double Room ( shared bathroom ),154014557,Feel Good,Bang Phlat,13.76427,100.48935,Private room,700,1,0,,0.0,6,364,0,False,False,0.9972602739726028,6.55250788703459
24015419.0,The Kris Ratchada 17,106365728,Vongvariit,Din Daeng,13.78821,100.57029,Private room,1800,1,0,,0.0,1,270,0,False,False,0.7397260273972602,7.496097345175956
24486806.0,Private Room just 2 mins walk to MRT,184970638,Ormmie,Bangkok Yai,13.73968,100.48592,Hotel room,750,1,0,,0.0,5,364,0,False,False,0.9972602739726028,6.621405651764134
24193055.0,luxury sky swimming pool/EM. Phrong Phong BTS,115758511,JSHome Luxury,Khlong Toei,13.72464,100.56703,Hotel room,1771,1,15,2022-11-29,0.33,22,353,6,False,False,0.9671232876712329,7.4798641311650265
24195379.0,NEW Cozy+PRIVATE room w/tub+ABF near Thonglor bts,3952621,Pla,Vadhana,13.7422,100.58051,Private room,1700,1,0,,0.0,1,179,0,False,False,0.4904109589041096,7.438971592395862
24022031.0,Gedkanok apartment,26575230,K.,Bang Khen,13.8917,100.6085,Private room,450,1,0,,0.0,11,365,0,False,False,1.0,6.111467339502679
24025501.0,Savi Rooms Premium-(3) nr Bangkok/Piyavet hospital,75693870,Savi,Huai Khwang,13.74827,100.57802,Entire home/apt,1349,30,1,2018-05-24,0.02,8,179,0,False,False,0.4904109589041096,7.2078598714324755
24211247.0,Kamon's Condo,182528642,Kamonchanok,Don Mueang,13.89139,100.58332,Private room,950,1,0,,0.0,1,88,0,False,False,0.2410958904109589,6.85751406254539
24033171.0,2 bedroom Diamond Condo By Nada,120166695,ณัฐรดา,Khlong Toei,13.70764,100.5996,Shared room,3000,1,0,,0.0,3,363,0,False,False,0.9945205479452055,8.006700845440367
24501045.0,Cozy Entire Home@Sukhumvit/5Mins walk to onnut BTS,183037434,Yo,Khlong Toei,13.71102,100.59678,Entire home/apt,510,30,2,2022-07-31,0.06,2,333,1,False,False,0.9123287671232877,6.236369590203704
24213110.0,ProsamgolfHouse,182519749,Somkiat,Lat Phrao,13.82201,100.61271,Shared room,5000,3,0,,0.0,3,365,0,False,False,1.0,8.517393171418904
24214309.0,辉煌地铁口高档公寓(带接机) Condo at MRT station,106788043,Susan,Huai Khwang,13.77817,100.57526,Entire home/apt,1999,1,4,2018-06-05,0.07,1,364,0,False,False,0.9972602739726028,7.600902459542082
24217370.0,Comfy Studio Superior near BTS Phromphong&Emporium,100622801,Oakwood Residence,Khlong Toei,13.72684,100.56993,Entire home/apt,3863,1,1,2022-03-15,0.1,5,352,1,False,False,0.9643835616438357,8.259458195332408
24034340.0,LUCKY ROOM,180895804,Siqi,Huai Khwang,13.77598,100.57968,Entire home/apt,1500,1,1,2019-01-01,0.02,1,365,0,False,False,1.0,7.313886831633462
24217672.0,ProsamgolfHouse,182519749,Somkiat,Lat Phrao,13.82211,100.61091,Shared room,5000,3,0,,0.0,3,362,0,False,False,0.9917808219178083,8.517393171418904
24503255.0,"Room (2 bedrooms, 1 bathroom) in condominium",146826737,Phukij,Chatuchak,13.80369,100.5768,Private room,3500,1,0,,0.0,1,173,0,False,False,0.473972602739726,8.160803920954665
24524051.0,มีสินดีอพาร์ทเมนท์คอนโด ทดลองอยู่ 7 วัน,92383573,Mee Sin Dee Apartment Condo,Prawet,13.6908,100.64131,Private room,650,7,5,2019-05-27,0.09,2,88,0,False,False,0.2410958904109589,6.478509642208569
24045442.0,1-Min from BTS Nana: Premier 1BR for 2PAX,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,3120,2,29,2022-07-25,0.51,13,168,5,False,False,0.4602739726027397,8.045908742270779
24045709.0,Premier 1BR for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,3120,2,22,2022-08-31,0.39,13,173,4,False,False,0.473972602739726,8.045908742270779
24046017.0,Luxurious 1BR for 2PAX: 1-Min from BTS Nana,3773805,Danai And BicGy,Khlong Toei,13.73937,100.55521,Entire home/apt,3380,2,45,2022-12-14,0.79,13,140,6,False,False,0.3835616438356164,8.125926802707886
